doi,author,title,year,abstract,journal
10.1007/BF00635806,Mark Crimmins,Context in the attitudes,1992,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00635805,Gennaro Chierchia,Anaphora and dynamic binding,1992,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-020-09300-z,Márta Abrusán,The spectrum of perspective shift: protagonist projection versus free indirect discourse,2021,"This paper examines a little studied type of perspective shift that I call protagonist projection (PP), following Holton (J Pragmat 28(5):625–628, 1997). (Other names for what is arguably the same phenomenon include non-reflective conscioussness, represented perception, viewpoint shift, etc.) PP is a way of describing the mental state of a protagonist that conveys, to some extent, her perspective. Similarly to its better known cousin free indirect discourse (FID), the shift in perspective is achieved without an overt operator. Unlike FID, PP is not based on a presumed (possibly silent) speech-act of a protagonist. Rather, it gives a linguistic form to pre-verbal perceptual content, sensations, feelings or implicit beliefs. I propose to analyse PP in a bi-contextual framework, extending Eckardt’s (The semantics of free indirect discourse: How texts allow us tomind-read and eavesdrop, Brill, Leiden, 2014) approach to FID. Under the resulting analysis, FID and PP are two instances of a more general category of perspective shift.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-020-09305-8,Charlie Siu,‘Absolute’ adjectives in belief contexts,2021,"It is a consequence of both Kennedy and McNally’s (Language 2:345–381, 2005) typology of the scale structures of gradable adjectives and Kennedy’s (Linguist Philos 30(1):1–45, 2007) economy principle that an object is clean just in case its degree of cleanness is maximal. So they jointly predict that the sentence ‘Both towels are clean, but the red one is cleaner than the blue one’ (Rotstein and Winter in Nat Lang Semant 12(3):259–288, 2004) is a contradiction. Surely, one can account for the sentence’s assertability by saying that the first instance of ‘clean’ is used loosely: since ‘clean’ pragmatically conveys the property of being close to maximally clean rather than the property of being maximally clean, the sentence as a whole conveys a consistent proposition. I challenge this semantics–pragmatics package by considering the sentence ‘Mary believes that both towels are clean but that the red one is cleaner than the blue one’. We can certainly use this sentence to attribute a coherent belief to Mary: One of its readings says that she believes that the towels are clean by a contextually salient standard (e.g. the speaker’s); the other says that she believes that the towels are clean by her own standard. I argue that Kennedy’s semantics–pragmatics package can’t deliver those readings, and propose that we drop the economy principle and account for those readings semantically by assigning to the belief sentence two distinct truth conditions. I consider two ways to deliver those truth-conditions. The first one posits world-variables in the sentence’s logical form and analyzes those truth-conditions as resulting from two binding possibilities of those variables. The second one proposes that the threshold function introduced by the phonologically null morpheme pos is shiftable in belief contexts.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-020-09309-4,Wataru Uegaki,The existential/uniqueness presupposition of wh-complements projects from the answers,2021,"The projection pattern of the existential/uniqueness presupposition of a wh-complement varies depending on the predicate that embeds it. This variation poses problems for existing accounts that treat the presupposition as a semantic contribution of an operator merging with the wh-complement (Dayal in Locality in Wh-quantification: questions and relative clauses in Hindi. Kluwer Academic Publishers, Dordrecht, 1996) or of the embedding predicate (Uegaki in Interpreting questions under attitudes. Massachusetts Institute of Technology PhD dissertation, Cambridge, 2015). I propose that the problems can be solved if the existential/uniqueness presupposition is contributed by the propositions corresponding to the answers of the embedded question, under the Hamblin/Karttunen semantics for questions.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-020-09304-9,Gabe Dupre,What would it mean for natural language to be the language of thought?,2021,"Traditional arguments against the identification of the language of thought with natural language assume a picture of natural language which is largely inconsistent with that suggested by contemporary linguistic theory. This has led certain philosophers and linguists to suggest that this identification is not as implausible as it once seemed. In this paper, I discuss the prospects for such an identification in light of these developments in linguistic theory. I raise a new challenge against the identification thesis: the existence of ungrammatical but acceptable expressions seems to require a gap between thought and language. I consider what must be the case in order for this objection to be dealt with.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-020-09307-6,Fabio Del Prete; Sandro Zucchi,Gender in conditionals,2021,"The 3sg pronouns “he” and “she” impose descriptive gender conditions (being male/female) on their referents. These conditions are standardly analysed as presuppositions (Cooper in Quantification and syntactic theory, Reidel, Dordrecht, 1983; Heim and Kratzer in Semantics in generative grammar, Blackwell, Oxford, 1998). Cooper argues that, when 3sg pronouns occur free, they have indexical presuppositions: the gender condition must be satisfied by the pronoun’s referent in the actual world. In this paper, we consider the behaviour of free 3sg pronouns in conditionals and focus on cases in which the pronouns’ gender presuppositions no longer seem to be indexical and project locally instead. We compare these cases to previously reported shifty readings of indexicals in so-called “epistemic conditionals” (Santorio in Philos Rev 121(3):359–406, 2012) and propose a unified account of locally projected gender presuppositions and shifty indexicals based on the idea that indicative conditionals are Kaplanian monsters.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-020-09302-x,Bryan Pickel; Brian Rabern,The myth of occurrence-based semantics,2021,"The principle of compositionality requires that the meaning of a complex expression remains the same after substitution of synonymous expressions. Alleged counterexamples to compositionality seem to force a theoretical choice: either apparent synonyms are not synonyms or synonyms do not syntactically occur where they appear to occur. Some theorists have instead looked to Frege’s doctrine of “reference shift” according to which the meaning of an expression is sensitive to its linguistic context. This doctrine is alleged to retain the relevant claims about synonymy and substitution while respecting the compositionality principle. Thus, Salmon (Philos Rev 115(4):415, 2006) and Glanzberg and King (Philosophers’ Imprint 20(2):1–29, 2020) offer occurrence-based accounts of variable binding, and Pagin and Westerståhl (Linguist Philos 33(5):381–415, 2010c) argue that an occurrence-based semantics delivers a compositional account of quotation. Our thesis is this: the occurrence-based strategies resolve the apparent failures of substitutivity in the same general way as the standard expression-based semantics do. So it is a myth that a Frege-inspired occurrence-based semantics affords a genuine alternative strategy.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-008-9024-3,Gerhard Jäger,The evolution of convex categories,2007,"Gärdenfors (Conceptual spaces, 2000) argues that the semantic domains that natural language deals with have a geometrical structure. He gives evidence that simple natural language adjectives usually denote natural properties, where a natural property is a convex region of such a “conceptual space.” In this paper I will show that this feature of natural categories need not be stipulated as basic. In fact, it can be shown to be the result of evolutionary dynamics of communicative strategies under very general assumptions.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-008-9027-0,Uwe Reyle; Antje Rossdeutscher; Hans Kamp,Ups and downs in the theory of temporal reference,2007,"This paper proposes a method for computing the temporal aspects of the interpretations of a variety of Germa sentences. The method is strictly modular in the sense that it allows each meaning-bearing sentence constituent to make its own, separate, contribution to the semantic representation of any sentence containing it. The semantic representation of a sentence is reached in several stages. First, an ‘initial semantic representation’ is constructed, using a syntactic analysis of the sentence as input. This initial representation is then transformed into the definitive representation by a series of transformations which reflect the ways in which the contributions from different constituents of the sentence interact. Since the different constituents which make their respective contributions to the meaning of the sentence are in most instances ambiguous, the initial representations are typically of a high degree of underspecification.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-008-9026-1,Tim Fernando,Observing events and situations in time,2007,"Events and situations are represented by strings of temporally ordered observations, on the basis of which the events and situations are recognized. Allen’s basic interval relations are derived from superposing strings that mark interval boundaries, and Kamp’s event structures are constructed as projective limits of strings. Observations are generalized to temporal propositions, leading to event-types that classify event-instances. Working with sets of strings built from temporal propositions, we obtain natural notions of bounded entailment from set inclusions. These inclusions are decidable if the sets are accepted by finite automata.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00630896,Yoad Winter,A unified semantic treatment of singular NP coordination,1996,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630897,Jan Van Kuppevelt,Inferring from topics,1996,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630809,Martin Huntley,The semantics of English imperatives,1984,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630810,Stuart M. Shieber,Direct parsing of ID/LP grammars,1984,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630811,Scott Soames,Linguistics and psychology,1984,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630813,,Announcement,1984,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630812,Noel Burton-Roberts,Modality and implicature,1984,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00584319,Alexis Manaster-Ramer,Dutch as a formal language,1987,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00584318,Brendan S. Gillon,The readings of plural noun phrases in English,1987,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00584317,Nicholas Asher,A typology for attitude verbs and their anaphoric properties,1987,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00584320,Annabel Cormack,Review,1987,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-013-9134-4,Fabrizio Cariani; Magdalena Kaufmann; Stefan Kaufmann,Deliberative modality under epistemic uncertainty,2013,"We discuss the semantic significance of a puzzle concerning ‘ought’ and conditionals recently discussed by Kolodny and MacFarlane. We argue that the puzzle is problematic for the standard Kratzer-style analysis of modality. In Kratzer’s semantics, modals are evaluated relative to a pair of conversational backgrounds. We show that there is no sensible way of assigning values to these conversational backgrounds so as to derive all of the intuitions in Kolodny and MacFarlane’s case. We show that the appropriate verdicts can be derived by extending Kratzer’s framework to feature a third conversational background and claiming that the relevant reading of ‘ought’ is sensitive to this parameter.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-013-9137-1,Chris Barker,Scopability and sluicing,2013,"This paper analyzes sluicing as anaphora to an anti-constituent (a continuation), that is, to the semantic remnant of a clause from which a subconstituent has been removed. For instance, in Mary said that [John saw someone yesterday], but she didn’t say who, the antecedent clause is John saw someone yesterday, the subconstituent targeted for removal is someone, and the ellipsis site following who is anaphoric to the scope remnant John saw ___ yesterday. I provide a compositional syntax and semantics on which the relationship between the targeted subconstituent and the rest of the antecedent clause is one of scopability, not movement or binding. This correctly predicts that sluicing should be sensitive to scope islands, but not to syntactic islands. Unlike the currently dominant approaches to sluicing, there is no need to posit syntactic structure internal to the ellipsis site, nor is there any need for a semantic mutual-entailment requirement. Nevertheless, the fragment handles phenomena usually taken to suggest a close syntactic correspondence between the antecedent and the sluice, including case matching, voice matching, and verbal argument structure matching. In addition, the analysis handles phenomena exhibiting antecedent/sluice mismatches, including examples such as John remembers meeting someone, but he doesn’t remember who, , and especially so-called sprouting examples such as John left, but I don’t know when, in which there is no overt subconstituent to target for removal. In Sect. 5, I show how the analysis accounts for Andrews Amalgams such as Sally ate [I don’t know what] today, in which the antecedent surrounds the sluiced clause. Finally, in Sect. 6, I propose a new semantic constraint on sluicing: the Answer Ban, which says that the antecedent clause must not resolve, or even partially resolve, the issue raised by the sluiced interrogative.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-012-9118-9,Elin McCready,Emotive equilibria,2012,"Natural language contains many expressions with underspecified emotive content. This paper proposes a way to resolve such underspecification. Nonmonotonic inference over a knowledge base is used to derive an expected interpretation for emotive expressions in a particular context. This ‘normal’ meaning is then taken to influence the hearer’s expectations about probable interpretations, and, because of these probable interpretations, the decisions of the speaker about when use of underspecified emotive terms is appropriate.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-012-9117-x,Sivan Sabato; Yoad Winter,Relational domains and the interpretation of reciprocals,2012,"We argue that a comprehensive theory of reciprocals must rely on a general taxonomy of restrictions on the interpretation of relational expressions. Developing such a taxonomy, we propose a new principle for interpreting reciprocals that relies on the interpretation of the relation in their scope. This principle, the Maximal Interpretation Hypothesis (MIH), analyzes reciprocals as partial polyadic quantifiers. According to the MIH, the partial quantifier denoted by a reciprocal requires the relational expression REL in its scope to denote a maximal relation in REL’s interpretation domain. In this way the MIH avoids a priori assumptions on the available readings of reciprocal expressions, which are necessary in previous accounts. Relying extensively on the work of Dalrymple et&nbsp;al. (Ling Philos 21:159–210, 1998), we show that the MIH also exhibits some observational improvements over Dalrymple et&nbsp;al.’s Strongest Meaning Hypothesis (SMH). In addition to deriving some attested reciprocal interpretations that are not expected by the SMH, the MIH offers a more restrictive account of the way context affects the interpretation of reciprocals through its influence on relational domains. Further, the MIH generates a reciprocal interpretation at the predicate level, which is argued to be advantageous to Dalrymple et&nbsp;al.’s propositional selection of reciprocal meanings. More generally, we argue that by focusing on restrictions on relational domains, the MIH opens the way for a more systematic study of the ways in which lexical meaning, world knowledge and contextual information interact with the interpretation of quantificational expressions.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9092-7,Adrian Brasoveanu; Donka F. Farkas,How indefinites choose their scope,2011,"The paper proposes a novel solution to the problem of scope posed by natural language indefinites that captures both the difference in scopal freedom between indefinites and bona fide quantifiers and the syntactic sensitivity that the scope of indefinites does nevertheless exhibit. Following the main insight of choice functional approaches, we connect the special scopal properties of indefinites to the fact that their semantics can be stated in terms of choosing a suitable witness. This is in contrast to bona fide quantifiers, the semantics of which crucially involves relations between sets of entities. We provide empirical arguments that this insight should not be captured by adding choice/Skolem functions to classical first-order logic, but in a semantics that follows Independence-Friendly Logic, in which scopal relations involving existentials are part of the recursive definition of truth and satisfaction. These scopal relations are resolved automatically as part of the interpretation of existentials. Additional support for this approach is provided by dependent indefinites, a cross-linguistically common class of special indefinites that can be straightforwardly analyzed in our semantic framework.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9094-5,Edward L. Keenan; Denis Paperno,Erratum to: Stanley Peters and Dag Westerståhl: Quantifiers in language and logic,2011,"The authors of the Review Article of “Stanley Peters and Dag Westerståhl: Quantifiers in language and logic,” which appeared in Linguistics and Philosophy 33.6, regret that two paragraphs were omitted from the published version. These should be inserted on p. 544, following the four lines beginning Part 4, and just above (68), and are given below.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9093-6,Olga Kagan,The actual world is abnormal: on the semantics of the bylo construction in Russian,2011,"This paper investigates the interpretation of the modal particle bylo in Modern Russian. On the intuitive level, sentences in which this particle appears report events that do not proceed normally and fail to receive an expected continuation. For instance, the particle is appropriate in a context whereby an eventuality begins but fails to reach completion, is intended but fails to be realized, or reaches completion, but its result is annulled. The paper proposes an intensional analysis of the particle, making use of the notion of inertia worlds, worlds in which events are not interrupted and reach their normal completion (Dowty, Word and meaning in Montague grammar, 1979). The particle signals that an event that takes place in the actual world is followed by an eventuality of a certain type in all of the corresponding inertia worlds but not in reality. The bylo construction is further compared to the progressive aspect, which has been argued to involve a statement about inertia worlds. It is shown that the two phenomena describe eventualities from different perspectives but are unified by their intensional flavor, as well as by pointing to a distinction between the actual world and the inertia ones.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9091-8,Reinhard Muskens,A squib on anaphora and coindexing,2011,"There are two kinds of semantic theories of anaphora. Some, such as Heim’s File Change Semantics, Groenendijk and Stokhof’s Dynamic Predicate Logic, or Muskens’ Compositional DRT (CDRT), seem to require full coindexing of anaphora and their antecedents prior to interpretation. Others, such as Kamp’s Discourse Representation Theory (DRT), do not require this coindexing and seem to have an important advantage here. In this squib I will sketch a procedure that the first group of theories may help themselves to so that they can interleave interpretation and coindexing in DRT’s way.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9090-9,,Erratum to: Pure quotation and general compositionality,2010,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9086-5,Edward L. Keenan; Denis Paperno,Stanley Peters and Dag Westerståhl: Quantifiers in language and logic,2010,"Quantifiers in Language and Logic (QLL) is a major contribution to natural language semantics, specifically to quantification. It integrates the extensive recent work on quantifiers in logic and linguistics. It also presents new observations and results. QLL should help linguists understand the mathematical generalizations we can make about natural language quantification, and it should interest logicians by presenting an extensive array of quantifiers that lie beyond the pale of classical logic. Here we focus on those aspects of QLL we judge to be of specific interest to linguists, and we contribute a few musings of our own, as one mark of a worthy publication is whether it stimulates the reader to seek out new observations, and QLL does. QLL is long and fairly dense, so we make no attempt to cover all the points it makes. But QLL has a topic index, a special symbols index and two tables of contents, a detailed one and an overview one, all of which help make it user friendly. QLL is presented in four parts: I, “The Logical Conception of Quantifiers and Quantification” with an introductory section “Quantification”. II, “Quantifiers of Natural Language”, the most extensive section in the book and of the most direct interest to linguists. III, “Beginnings of a Theory of Expressiveness, Translation, and Formalization” introduces notions of expressive power and definability, and IV, presents recent work and techniques concerning quantifier definability over finite domains, making accessible to linguists recent work in finite model theory.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9088-3,Nissim Francez; Roy Dyckhoff,Proof-theoretic semantics for a natural language fragment,2010,"The paper presents a proof-theoretic semantics (PTS) for a fragment of natural language, providing an alternative to the traditional model-theoretic (Montagovian) semantics (MTS), whereby meanings are truth-condition (in arbitrary models). Instead, meanings are taken as derivability-conditions in a “dedicated” natural-deduction (ND) proof-system. This semantics is effective (algorithmically decidable), adhering to the “meaning as use” paradigm, not suffering from several of the criticisms formulated by philosophers of language against MTS as a theory of meaning. In particular, Dummett’s manifestation argument does not obtain, and assertions are always warranted, having grounds of assertion. The proof system is shown to satisfy Dummett’s harmony property, justifying the ND rules as meaning conferring. The semantics is suitable for incorporation into computational linguistics grammars, formulated in type-logical grammar.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-011-9087-4,Bernhard Nickel,Generically free choice,2010,"This paper discusses free-choice like effects in generics. Just as Jane may drink coffee or tea can be used to convey Jane may drink coffee and Jane may drink tea (she is “free to choose”), some generics with disjunctive predicates can be used to convey conjunctions of simpler generics: elephants live in Africa or Asia can be used to convey elephants live in Africa and elephants live in Asia. Investigating these logically slightly more complex generics and especially the free-choice like effects throws light on both the semantics of generics and the interaction between world knowledge and the interpretive options generics offer. This paper presents a package of semantic and pragmatic hypotheses to account for the data, including why the effect is absent in the superficially logically similar elephants live in Africa or give birth to live young.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00630921,Michael Hand,On saying that again,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630922,Almerindo E. Ojeda,Definite descriptions and definite generics,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00630923,Mary Dalrymple; Stuart M. Shieber; Fernando C. N. Pereira,Ellipsis and higher-order unification,1991,"We present a new method for characterizing the interpretive possibilities generated by elliptical constructions in natural language. Unlike previous analyses, which postulate ambiguity of interpretation or derivation in the full clause source of the ellipsis, our analysis requires no such hidden ambiguity. Further, the analysis follows relatively directly from an abstract statement of the ellipsis interpretation problem. It predicts correctly a wide range of interactions between ellipsis and other semantic phenomena such as quantifier scope and bound anaphora. Finally, although the analysis itself is stated nonprocedurally, it admits of a direct computational method for generating interpretations.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00630924,Lawrence D. Roberts,Relevance as an explanation of communication,1991,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304402,Pavel Materna,Question-like and non-question-like imperative sentences,1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304400,Laurence R. Horn,A pragmatic approach to certain ambiguities,1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304404,,Meaninglessness and Paradox: Some remarks on Goldstein's paper,1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304407,,"Pragmatics, truth and language",1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304405,,On ‘Formal Games and Forms for Games’,1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304406,Barbara Abbott; Grover Hudson,Making sense,1981,"This would have been a better book if Sampson had argued his main point, the usefulness of the Simonian principle as an explanation of the evolution, structure, and acquisition of language, on its own merits, instead of making it subsidiary to his attack on ‘limited-minders’ (e.g., Noam Chomsky). The energy he has spent on the attack he might then have been willing and able to employ in developing his argument at reasonable length and detail. He might then have found that argument faulty, or even wrong. Underdeveloped as it is, however, his point about the Simonian principle does seem to have thepossibility of some significance in understanding the empirical issues of this book (and the dichotomy of ‘limited’ and ‘creative’ minds is certainly not one of these). What Sampson has done inMaking Sense has the appearance of science, and theoretical linguistics, and therefore it is somewhat puzzling to find the conclusions that the human mind cannot be scientifically studied (p. 10), and that theoretical linguistics is a “mirage” (p. 210). His statement that It may still seem worthwhile to some to work out the exact implications for present-day linguistic structure of the fact that languages are evolved systems, but I cannot see that there is much glamour or, indeed, much substance in this task (p. 210) would surely be surprising to a geneticist or ethologist. We hope his apparent misunderstanding on this point will not lead him to give up his profession, in which he seems willing and able to make a significant contribution. What in particular is required is a clear indication of how the Simonian principle imposes itself in the ontogenesis of language. Consider Chomsky's example of the rule for forming questions in English. For sentence (1) below, children able to deal with such examples would give (2) but not (3) as the corresponding question (Chomsky, 1975, p. 31). Now compare Sampson's evolutionary explanation for the structure-dependence of rules which is illustrated in (1)-(3): “once a behavior-pattern has become thoroughly established, it will tend to be treated as a fixed given when used as a constituent of a more complex, later-learned behavior-pattern” (p. 183). In order for this to account for Chomsky's example it would have to be the case that children learn relative clauses before they learn questions, which simply isn't true. In conclusion, we wish not to seem unaware of the problems with the position Sampson is attacking, or unaware of the sometimes dogmatic way it too has been presented. Chomsky's hypothesis of innate linguistic ideas seems, fundamentally, to derive from the claimed rapidity and uniformity of language acquisition in the face of limited and degenerate data. Chomsky appears to have been unwilling to argue these points directly or to show their relation to others, for which he has argued, for example, the implausibility of some abstract constraint's having been learned (cf. 1971, pp. 22–44; 1975, pp. 30–33; 1980, pp. 35–52). And almost from his first invoking of rationalism in support of his linguistic method, Chomsky has himself resorted to an unnecessarily polemical attack on empiricism (cf. 1965, p. 58, n. 33). The innateness issue is just not clear or simple enough to justify so much animus, or even conviction.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00304401,Frank Vlach,Speaker's meaning,1981,"The strongest objection to (15) is that speaker's meaning is defined in terms of commitment, a notion which is itself something of a challenge and for which no definition has been given. This would be a strong reason to prefer a definition in terms of some more tractable concept, all things being equal; but it does not lessen the probability that commitment or some similar notion is indispensable to the definition of speaker's meaning. The philosophical writings discussed in this paper all proceed something like this: Particular cases are discussed and a description is given of the mechanisms by which communication takes place. An attempt is made to say something that applies to all instances of speaker's meaning. Words like ‘analysis’, ‘account’ ‘explanation’, ‘explication’, and ‘theory’ are used here, the suggestion being that the objective is to provide for all cases at once what has already been provided for particular cases-an explanation of how meaning works. What is produced, however, looks like adefinition of speaker's meaning, a statement of necessary and sufficient conditions. This definition is then evaluated largely in terms of what counterexamples it does or does not allow. It seems that there is some tendency to conflate two quite distinct objectives: (i) a theory of speaker's meaning-a general description of how it is that speakers are able to communicate; and (ii) a statement of necessary and sufficient conditions for speaker's meaning. Objective (i) might plausibly be regarded as the goal of the study of communication. Objective (ii) is the definition of a certain intuitive, pretheoretical concept of meaning, which might or might not prove to be an important concept with respect to objective (i). The Gricean mechanism and the notion of conventional meaning, on the other hand, are indispensable to (i)-few instances of speaker's meaning could be adequately described without recourse to at least one of these notions. Thus nothing in this paper should be construed as trying to downgrade the importance of the Gricean mechanism for the theory of communication. If objective (ii) and the Gricean mechanism are not as closely associated as has been claimed, this is, if anything, a reason to doubt the importance of (ii) for the theory of communication.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00304403,Laurence Goldstein,Categories of Linguistic Aspects and Grelling's Paradox,1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00304408,,Announcement,1981,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401695,F. W. Kroon; Martin Harris; Östen Dahl; Per Linell,Review,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401688,,Publisher's note,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401692,Elliott Sober,Language and psychological reality: some reflections on chomsky's Rules and representations,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401689,Emmon W. Bach,In defense of passive,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401690,Pavel Tichý,The logic of temporal discourse,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401693,Gerald Gazdar,A cross-categorial semantics for coordination,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401691,P. N. Johnson-Laird; A. Garnham,Descriptions and discourse models,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00401694,Jay David Atlas,A note on a confusion of pragmatic and semantic aspects of negation,1980,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-018-9232-4,Ivano Ciardelli; Linmin Zhang; Lucas Champollion,Two switches in the theory of counterfactuals,2018,"Based on a crowdsourced truth value judgment experiment, we provide empirical evidence challenging two classical views in semantics, and we develop a novel account of counterfactuals that combines ideas from inquisitive semantics and causal reasoning. First, we show that two truth-conditionally equivalent clauses can make different semantic contributions when embedded in a counterfactual antecedent. Assuming compositionality, this means that the meaning of these clauses is not fully determined by their truth conditions. This finding has a clear explanation in inquisitive semantics: truth-conditionally equivalent clauses may be associated with different propositional alternatives, each of which counts as a separate counterfactual assumption. Second, we show that our results contradict the common idea that the interpretation of a counterfactual involves minimizing change with respect to the actual state of affairs. We propose to replace the idea of minimal change by a distinction between foreground and background for a given counterfactual assumption: the background is held fixed in the counterfactual situation, while the foreground can be varied without any minimality constraint.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-018-9252-0,Graeme Forbes; Thomas Ede Zimmermann,Acknowledgement,2018,,LINGUISTICS AND PHILOSOPHY
10.1007/s10988-018-9238-y,Cameron Domenico Kirk-Giannini,Uniformity motivated,2018,"Can rational communication proceed when interlocutors are uncertain which contents utterances contribute to discourse? An influential negative answer to this question is embodied in the Stalnakerian principle of uniformity, which requires speakers to produce only utterances that express the same content in every possibility treated as live for the purposes of the conversation. The principle of uniformity enjoys considerable intuitive plausibility and, moreover, seems to follow from platitudes about assertion; nevertheless, it has recently proven controversial. In what follows, I defend the principle by developing two arguments for it based on premises reflecting the central aims and assumptions of possibility-carving frameworks for modeling inquiry—that is, frameworks which describe the evolution of individuals’ attitudinal states in terms of set-theoretic operations defined over a domain of objects representing possibilities.",LINGUISTICS AND PHILOSOPHY
10.1007/s10988-018-9235-1,Anastasia Giannakidou; Alda Mari,"The semantic roots of positive polarity: epistemic modal verbs and adverbs in English, Greek and Italian",2018,"Epistemic modal verbs and adverbs of necessity are claimed to be positive polarity items. We study their behavior by examining modal spread, a phenomenon that appears redundant or even anomalous, since it involves two apparent modal operators being interpreted as a single modality. We propose an analysis in which the modal adverb is an argument of the MUST modal, providing a meta-evaluation $$\mathcal {O}$$ which ranks the Ideal, stereotypical worlds in the modal base as better possibilities than the Non-Ideal worlds in it. MUST and possibility modals differ in that the latter have an empty $$\mathcal {O}$$ , a default that can be negotiated. Languages vary in the malleability of this parameter. Positive polarity is derived as a conflict between the ranking imposed by $$\mathcal {O}$$ —which requires that the Ideal worlds be better possibilities than Non-Ideal worlds—and the effect of higher negation which renders the Ideal set non-homogenous. Applying the ordering over such a non-homogeneous set would express preference towards both p and $$\lnot p $$ worlds thus rendering the sentence uninformative. Negative polarity MUST and possibility modals, on the other hand, contain an empty $$\mathcal {O}$$ , application of higher negation therefore poses no problem. This account is the first to connect modal spread to positive polarity of necessity modals, and captures the properties of both in a unified analysis.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00351107,Michael D. Root,Nelson goodman and the logical articulation of nominal compounds,1977,"Nelson Goodman claims to have given us a criterion for likeness of meaning that is more stringent than simple coextensiveness and yet that avoids the familiar extentionalist objections. The notion of a nominal compound plays a key role in his account. I show that Goodman's comments concerning this notion are inadequate, that his comments concerning expressions like ‘unicorn-picture’ are subject to two serious objections: (1) they don't support his claims about likeness of meaning (i.e., the claims that his criterion is more stringent than simple coextensiveness) and (2) they make English an unlearnable language.",LINGUISTICS AND PHILOSOPHY
10.1007/BF00351110,,A response to Karttunen on questions,1977,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351109,Nelson Goodman,The Trouble with Root,1977,,LINGUISTICS AND PHILOSOPHY
10.1007/BF00351102,E. König,Temporal and non-temporal uses of ‘noch’ and ‘schon’ in German,1977,,LINGUISTICS AND PHILOSOPHY
