doi,author,title,year,abstract,journal
10.32473/sal.v47i1.107652,Richard L. Boutwell,Speaker attitude and demonstrative choice in Ncane (Beboid),2018,"Ncane is an underdocumented Bantoid language, which offers speakers multiple choices for referring to aforementioned participants. Anaphoric reference is usually made through a noun and an accompanying anaphoric demonstrative. Two anaphoric demonstratives are observed in the language and a speaker’s choice of demonstrative often reflects the speaker’s attitude toward the participant. This article presents examples illustrating the expression of various kinds of speaker judgments of participants through the use of anaphoric demonstratives. Accounting for such expression of attitude appears to be lacking in proposed demonstrative typologies like that of Diessel (1999). Therefore, the article concludes with a suggestion for expanding typological categories to address such subjective encoding.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v47i1.107653,Toni Cook,The inclusion of prefixal material in Zulu reduplication,2018,"The aim of this paper is twofold: to introduce new data that show reduplication in Zulu admits inflectional morphemes to the left of the verb stem rather than within the stem on the right, and to give an analysis of Zulu reduplication that does not require access to underlying morphosyntactic structure. Instead, reduplication is a template-filling copying operation that interacts with linear phonological structures and does not target morphosyntactic objects. The data presented here argue for an analysis in which the crucial distinction is between morphemes within the scope of reduplication and those outside it; the left/right asymmetry in the appearance of inflectional morphemes in the reduplicant is attributable to a process of Local Dislocation (Embick 2007). Reduplication is treated as a copying operation that has indirect access only to morphosyntactic structure through phonological operations. Consequently, reified subconstituents of the verb complex, such as the Macrostem (Hyman, Inkelas, and Sibanda 2009), are not accessible as such to the process of reduplication. However, data from VCV stems show that morphosyntactic structure affects reduplication in certain constructions. Tonal data is used to show that the “prefixal” affiliation of prefixal morphemes is voided if these morphemes are reduplicated.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v47i1.107654,Sylvester N. Osu,Quand le dictionnaire donne à voir la culture,2018,"L’ikwere, une langue Benue-Congo parlée au sud-est du Nigeria, est une langue à tradition orale, très peu décrite et très mal documentée. C’est donc pour contribuer à une meilleure documentation de cette langue que j’ai entrepris la confection d’un dictionnaire trilingue ikwere-anglais-français. Or, ce projet de dictionnaire se veut le reflet de la culture ikwere. En prenant comme exemple quelques noms de personne et de lieu mais aussi le calendrier et le vocabulaire du mariage, cet article montre comment j’aborde des aspects de la culture ikwere dans les entrées de ce projet de dictionnaire sur lequel je travaille à l’aide du logiciel Toolbox depuis quelques années. Ainsi, je donne pour les entrées, et lorsque cela me paraît à la fois pertinent pour mieux cerner l’entrée en question, et illustratif pour la culture ikwere, des renseignements élaborés dans le champ « notes et commentaires ». Ce projet de dictionnaire comprend actuellement 2360 entrées.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v47i1.107655,Bastian Persohn,Basic motion verbs in Nyakusa: lexical semantics and associated motion,2018,"This paper gives a descriptive account of the lexical semantics of seven basic verbs of translational motion in Nyakyusa (Bantu, M31), together with a description of the meaning and use of another motion verb that has grammaticalized to a marker of associated motion. The findings include, among other things, that Nyakyusa’s most simple verb of motion encodes solely a motion path and that only the ʻcomeʼ-verb, but none of the ʻgoʼ-verbs, encodes reference to the deictic centre. Applying a microcomparative perspective, the choice of ʻgoʼ-verb that has grammaticalized to a marker of associated motion is explained based on the relative salience assigned to the goal vis-àvis the path.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v47i1.107656,Darryl Turner,The interaction of number and gender in Katcha,2018,"The Kadu languages of Sudan’s Nuba Mountains have been the subject of an ongoing controversy regarding whether they should be classified as Niger-Congo, Nilo-Saharan, or as an independent family. Against this background, I present novel data from nouns in Katcha. I show that not only does the number system have elements typical of both NiloSaharan and Niger-Congo, but that in its interaction with gender it is strikingly reminiscent of Afro-Asiatic, in ways that are typologically unusual. Where nouns are morphologically marked for number, the affix and not the root determines gender, leading to the type of gender polarity more commonly observed in Semitic. More unusually, and more controversially, the semantic basis of the third gender appears to be plurality. ‘Plural gender’ has been argued to exist in some Cushitic languages, but has never previously been documented outside that family.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v40i1.107282,Gregory D. Anderson,Auxiliary verb constructions in the languages of Africa,2011,"Auxiliary verb constructions–constructions with two or more elements of verbal origin, one of which expresses functional semantic categories–are widespread among the languages of Africa. In the following discussion, I present a typology of inflection in auxiliary verb constructions [AVCs] in the languages of Africa. While there are several macro-patterns of distribution seen in the various African languages, only a small selection are presented in some detail here, viz. the doubled and split/doubled inflectional patterns, along with the fusing of subject markers and TAM/polarity auxiliaries into so-called tensed pronouns that are relatively more common in AVCs across the languages of the continent than in most other parts of the world.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v26i1.107395,Fiona McLaughlin,Noun classification in Wolof when affixes are not renewed,1997,"The Wolof noun class system exhibits a variety of class assignment strategies based on the intersection of semantic, morphological, phonological and sociolinguistic criteria. This study examines and analyzes the many strategies for class assignment that have coalesced in the Wolof noun class system, including the tendency towards a single default class, and an unusual copy process in which phonological material is copied from the stem to the class marker in a process that looks superficially like reduplication. Wolof noun classification is examined within the comparative context of its two closest sister languages, Pulaar and Seereer-Siin, and is shown to contrast with them in that the disappearance of class prefixes did not entail their replacement by suffixes. Finally, an argument is made that noun class systems like that of Wolof which appear to be somewhat incoherent from a semantic point of view are actually typical because noun classification is not only an artifact of the human mind, but also an artifact of human language.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v26i1.107396,Aaron Shryock,The classification of the Masa group of languages,1997,"The Chadic family of languages comprises approximately 140 languages classified into three major branches: West Chadic, Biu-Mandara, and East Chadic. Newman [l977b] has proposed an additional, fourth branch of Chadic consisting of the Masa group of languages, previously classified in the Biu-Mandara branch. This article provides supporting evidence for Newman's classification of the Masa group as a fourth branch by demonstrating that this group does not exhibit the phonological, lexical, and morphological innovations characteristic of the BiuMandara branch. It follows from the absence of these innovations that there is no evidence for the classification of the Masa group in the Biu-Mandara branch.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v26i1.107394,Eugene Buckley,Against vowel length in Tigrinya,1997,"The premise of this paper is that vowel length plays no role in the synchronic phonology of Tigrinya: processes affecting vowels should be treated in qualitative terms only. The evidence in favor of synchronic vowel length is weak, and stronger evidence favors an analysis in which vowel length is phonologically irrelevant. While some researchers have made use of contrastive vowel length in the modern language to account for ostensible closed-syllable shortening, the analysis presented here shows that the relevant alternations are very limited in scope and represent at best the residue of historical vowel length. The evidence presented includes word minimality, vowel coalescence, wordfinal fronting, guttural lowering, and low dissimilation, with analyses of these phenomena in purely featural terms.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v27i1.107389,Penou-Achille Somé,Lʹinfluence des consonnes sure les tons en Dagara langue Voltaïque du Burkina Faso,1998,"Phonologists have noted in a number of African language families the occurrence of certain consonants that influence tonal behavior. However, this phenomenon has never been noted in the Voltaic family. In this paper, the author contrasts three varieties of Dagara-Wule, Lobr, and Blrfmr-spoken in southern Burkina Faso and northern Ghana, demonstrating that certain consonants in Wule and Lobr are ""transparent"", permiting the spread of high tones, while others are ""opaque"", blocking the spread of high tones.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v27i1.107387,Richard Campbell,A note on subject clitics in Akan,1998,"This paper is concerned with the analysis of pronominal subject clitics (SCLs) in Akan within the Priniciples and Parameters framework of syntactic theory. Two kinds of analysis are considered: one, where the SCL is a true pronoun, generated in an argument position (the argument analysis); the other, where the SCL is an inflectional element residing in Infl, which identifies a null pronominal (pro) in subject position (the pro analysis). On the basis of the distribution of null objects in causative constructions, it is argued that the pro analysis provides a more elegant account of the facts of Akan than does the argument analysis. Akan is therefore analyzed as a pro-drop, or null subject, language, permitting null pronominal subjects under certain circumstances. Finally, possible implications for Universal Grammar are considered.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v27i1.107388,Deo Ngonyani,Properties of applied objects in Kiswahili and Kindendeule,1998,"This paper examines objects which are licensed by the applicative affix in the Bantu languages of Kindendeule and Kiswahili. The data show that all verbs can take the applicative suffix deriving transitive verbs from intransitive verbs, and ditransitive verbs from transitive verbs. The applied objects can be interpreted as beneficiary, maleficiary, goal, instrument, reason, motive, ingredient, location, or theme. Only the agent role cannot be licensed by the applicative suffix. On the basis of object order, object marking, passivization, reciprocalization and reflexivization, the objects are classified into: (a) the benefactive type, (b) instrumental type, and (c) locative type.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v27i1.107386,Robert Botne,Prosodically-conditioned vowel shortening in Chindali,1998,"In Chindali [Bantu M21, northern Malawi and southern Tanzania], the augment vowel of noun classes 1 a, Sa, 9 and 10 exhibits allomorphic variation in length. In other noun classes, the vowel of the noun class prefix varies in length before NCinitial stems. The author demonstrates that, in both cases, potentially long vowels become shortened, except that they do so under different conditions: mora-count of the noun stem in the first case, lack of high tone (accent) on the prefix in the second.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v28i1.107377,Torben Andersen,Vowel harmony and vowel alternation in Mayak,1999,"Like several other Western Nilotic languages, the Mayak variety of Northern Burun has two sets of vowels distinguished by the feature [ATR], the [-ATR] vowels [I, E, a, i, u] and the [+ATR] vowels [i, e, A, 0, u]. However, the mid [+ATR] vowels [e] and [o] are variants of the mid [-ATR] vowels /e/ and /i/ conditioned by a following high I+ATR] vowel. This allophony is the effect of one of four general vowel harmony processes. In addition, [-ATR) root vowels exhibit grammatically conditioned alternation which affects either [ATR] or height. The mixed character of this alternation invites the hypothesis that original mid [+ATR] vowels have merged with the high [-ATR] vowels, and this hypothesis is confirmed by a comparison of Mayak with other Western Nilotic languages.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v28i1.107380,Eunita D. Ochola,Is there a passive in Dhuluo,1999,"This article presents an analysis of a particular passive-like syntactic construction in Dholuo, a Nilotic language spoken in parts of Kenya, Uganda, and Tanzania. While the construction analyzed resembles the passive construction in English in which the fronted patient/theme is the subject NP, the analysis shows that this construction is not a true passive in Dholuo, but rather a pseudo-passive. The peculiarity of the Dholuo pseudo-passive is that the fronted patient is not the NP subject of the construction; rather, it is a preposed object that is adjoined to IP. What distinguishes this construction from ""classic"" passive constructions is that the preposed object does not control subject verb agreement.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v28i1.107378,Tom Güldemann,Head-initial meets head-final nominal suffixes in eastern a southern Bantu from a historical perspective,1999,"Bantu languages in eastern and southern Africa possess nominal suffixes which serve to express locative relations or derive nominal stems. As these grammemes are final to their noun hosts, they are markedly distinct from canonic prefix morphology in Bantu nouns. Moreover, nominal syntagms are head-initial and canonic grammaticalization in this domain can be expected to yield prefixes. The elements under discussion are suffixes, yet they developed in Bantu from inherited nominal lexemes. Thus, they are unusual from a morphotactic viewpoint and cannot easily be accounted for by exclusively language-internal developments. For this reason, it is plausible to investigate the hypothesis that the nominal suffixes emerged due to interference from languages having a different grammatical structure. For this purpose, a sample of non-Bantu languages from the relevant geographic area in Africa is established and analyzed in order to test whether there are languages or entire groups with head-final and suffixing patterns that could have influenced the process of suffix emergence in Bantu.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v28i1.107379,Nkulu Kabuya,The noun classes and concord of Congo Copperbelt Swahili,1999,"This paper reconsiders claims that the Swahili of the Congo Copperbelt area has a limited noun class system and an inconsistent system of agreement. It shows that there are, operating side-by-side with the simple system generally presented by scholars, a noun class and concord system of the original Bantu type, and that the prefixes of the latter are in free variation with those of their simplified versions. This free variation is discussed from grammatical, sociolinguistic, and stylistic perspectives. The conclusion reached is that by spreading change in its lexicon and morphosyntax, Congo Copperbelt Swahili has developed a system of singular/plural prefixes that will eventually replace the traditional class system.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v24i1.107408,Larry M. Hyman,Nasal consonant harmony at a distance the case of Yaka,1995,"In a number of Bantu languages the [d-l] reflex of Proto-Bantu *-Vd- suffixes alternates with [n] when the consonant of the preceding syllable is nasal, e.g., /dim-id-/ 'cultivate for' ~ [dim-in-]. Because these Bantu languages do not allow nasalized vowels, it is necessary to view such assimilation as operating ""at a distance"" [Poser 1983], with the intervening vowel(s) being transparent. Transvocalic nasal consonant harmony (NCR) is widespread within Bantu [Greenberg 1951], and was repeatedly cited by phonologists in the 1970's, e.g., from Luba [Howard 1972, Johnson 1972] and Lamba [Kenstowicz and Kisseberth 1979]. In this paper I treat a more extensive and dramatic case of NCR at a distance in Yaka, a language spoken in Zaire. In this language /-Vd-/ suffixes are realized [-Vn-] even when the triggering nasal consonant is not in the immediately preceding syllable, e.g., /-miituk-id-/ 'sulk for' ~ [miituk-in-] (cf. Ao [1991], Piggott [1993] and Odden [1994], who cite parallel facts from Kongo). I begin by documenting the pervasiveness of the (stem-level) nasal harmony effects in the language, which therefore require a phonological analysis (vs. one involving allomorphy). Discussion centers around the problem of why voiceless and prenasalized consonants should be transparent to NCR.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v24i1.107410,Russell G. Schuh,Aspects of Avatime phonology,1995,"Avatime is one of 14 Central-Togo languages (formerly known as ""Togo Remnant Languages"") spoken in the Volta Region of Ghana and contiguous areas of Togo. The most striking typological feature of these languages compared to their closest Kwa relatives is the fact that they have active noun class systems. The present paper is a description of Avatime phonology, with emphasis on certain features which have been poorly described and/or are of general linguistic interest. Within the consonant system, Avatime has bilabial fricatives and a full series of labiovelar obstruents, including fricatives. Consonants with following glides are considered to be segment sequences rather than consonants with secondary articulations. The vowel system has nine vowels with [ATR] harmony. Continguous vowels undergo a variety of coalescence processes, which differ depending on morphological context and the specific vowels involved. Modem Avatime requires an analysis with four contrasting level tones. However, many instances of two of these tones (the highest level and the lower mid level) are derived through still active processes. One feature of the tone system not previously described is the presence of glottal stop following a syllable bearing non-low tone when that syllable falls at a phonological phrase boundary.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v24i1.107409,Long Peng,Voice asymmetry in Ewe nouns,1995,"I argue in this paper that the consonantal influence on tone is highly limited, restricting itself to the tone of the vowel immediately following the onset. This point is demonstrated via Ewe High Tone Insertion, which is blocked by a voiced obstruent if the insertion targets the initial vowel following the onset, but not if the insertion targets the second vowel of a bimoraic syllable. This result confirms a number of earlier studies which show that the phonetic impact of onsets on Fo is limited to the fIrst lOOms of the following vowel.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.125885,Doris Payne,"The diversity of Maa (Nilotic) adverbs: Speed, Time, Modality, Intensity and Nominal-Tense/Aspect",2020,"Maa linguistic varieties (Maasai, Parakuyo, Chamus, Samburu, among others), of the Eastern Nilotic family (Nilo-Saharan phylum), have words which can modify a predicate or predication and have the function of what cross-linguistically are called adverbs. While these words can be considered a single class due to this shared function and distribution, there are nevertheless morphosyntactic and usage distinctions. This is partly due to disparate historical origins, but also to semantics and different typical collocations. Among other distinctions, some adverbs can function as nominal tense/aspect markers within a determined nominal phrase (DP). Though the origins of all adverbs cannot be traced, the paper documents sources in oblique prepositional phrases, relational nouns, adjectives, relative clauses, and perhaps infinitive verbs, involving a wide range of lexical roots, such as ‘little’, ‘paint, mark’, ‘be abundant (with grass), be generous’, and others. Some synchronic adverbs do not have evident sources in other word classes, including the ­most frequently used word for ‘previously, before’, and the modal adverb ‘probably not, unlikely’ which is also an attenuative adverb. Maa adjectives and nouns largely overlap in their morphosyntax, but the ability to be modified by certain adverbs distinguishes them.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.125886,Mahamane L Abdoulaye; Salifou Barmou; Saoudé Souley Bida,The one-term predication for deictic identification in Hausa,2020,"This article describes a type of non-verbal predication (NVP) with a single term called ""deictic identification"" (for example, Abdù nee 'it’s Abdu') and which, in its basic function, is used to identify a referent present in the immediate spatial environment of the speaker. The paper shows that the one-term sentences must be distinguished from ordinary two-term specificational or equative sentences (for example, ùban Muusaa &nbsp;Abdù nèe 'Musa’s father is Abdu' and wannàn Abdù nee 'this is Abdu'). Indeed, the paper in particular shows that when the two types of constructions are used in non-assertive contexts, they can select two different replacive copulas. The paper also shows how the basic one-term deictic constructions acquired extended, non-deictic uses, including uses in focus-fronting constructions, where the immediate external environment is not always relevant. The paper proposes that copula nee/ cee is the sentence predicate in one-term deictic identification and is hence comparable to other one-term non-verbal predicates in Hausa, such as the presentational gàa (for example, gàa Abdù ‘here is Abdu’).",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.117136,Eva-Marie Bloom Ström,The existential in Xhosa in relation to indefiniteness,2020,"Bare nouns in languages without articles can be semantically ambiguous between definite and indefinite interpretations. It is here assumed that speakers of such languages can still signal to the hearer when they refer to unique and identifiable referents. This paper contributes to the long-standing cross-linguistic question of how bare nouns are interpreted and what means languages without articles have to disambiguate between definite and indefinite readings. This question is largely unexplored for Bantu languages. The answer is sought in the use of different word orders and morphosyntactic constructions, with a focus on the existential in this paper. In many languages of the world, there is a restriction on definites as pivots in existential constructions, serving as a motivation for exploring these constructions in Xhosa. Xhosa makes use of a non-verbal copula in prototypical existentials as well as predicate locatives, to express the existence or presence of a referent. The paper argues that the existential is used for inactive referents and the predicate locative for (semi-) active referents. The inactive referents of the existential are mainly indefinite referential or non-referential. The active referents of the predicate locative are referential indefinite or definite. There is no absolute definiteness effect in the existential. A further motivation for this study is the occurrence of this copula in a short and a long form, giving rise to four different structures. The paper reveals an unexpected analogy between the use of the short and long form and the use of the so called conjoint and disjoint forms in Xhosa tense-aspect paradigms.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.125887,Ferdinand Mberamihigo; Gilles-Maurice de Schryver; Koen Bostoen,"Entre modalité et conditionnalité: L’analyse de corpus du préfixe verbal oo- en kirundi (bantou, JD62)",2020,"In the Bantu language Kirundi (JD62), the verbal prefix oo- has traditionally been described as either conditional or potential. In this article, we show by means of a corpus-based analysis of its uses that it is first and foremost a modal prefix, and its conditional use is only a secondary development.
Dans la langue bantoue kirundi (JD62), le préfixe verbal oo‑ a été décrit comme un marqueur soit du conditionnel, soit du potentiel. Dans cet article, nous montrons à partir d’une analyse de corpus qu’il est avant tout un préfixe modal et que son usage comme marque du conditionnel n’est qu’un développement secondaire",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.117649,Torben Andersen,Multiple adnominal modification in Dinka: Chaining construct states,2020,"In Dinka, a Western Nilotic language, most adnominal modifiers follow the head noun. Before most of these modifiers, the head noun is in one of two construct states. One construct state, CS1, occurs before, among others, demonstratives, nominal possessors and relative clauses as CS1-modifiers. The other construct state, CS2, which is morphologically more complex, occurs before, among others, possessive pronouns, a few numerals and a diminutivizer as CS2-modifiers. When a construct-state triggering modifier is added to a CS2-modifier, the latter itself gets construct state marking, and the head noun changes from CS2 to CS1. Some CS1-modifiers also get construct state marking when followed by a construct-state triggering modifier. Multiple adnominal modification in Dinka may thus result in a chain of construct states, which is similar to what is found in Iranian languages with so-called ezafe marking.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.125889,Washington Onyango-Ouma; Jens Aagaard-Hansen,Dholuo Kincepts in Western Kenya,2020,"The Luo are a Nilotic people living in western Kenya, north-eastern Tanzania and in western Uganda. Their language, Dholuo, forms part of the Western Nilotic group of languages. This article presents the traditional kincepts (kinship terminology) of the Luo people as described by elders living in Central Sakwa location, Siaya County, western part of Kenya. The kincepts for consanguine as well as affine relatives in up to three ascending and five descending generations are described. The paper applies a combined linguistic and anthropological approach. Linguistically, the terms are analysed in relation to current Dholuo vocabulary, grammar and modes of expression. Anthropologically, the Luo kinship rules of patrilineality and virilocality are considered. The domain of kincepts is a research field bringing together linguistics, anthropology and history. It contributes to the inquiry of diachronic linguistics, which can provide insights on the development and interaction of related languages as well as population groups’ migratory patterns not least in parts of the world where written historical sources are scarce.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v49i2.126405,Brent Henderson,Review of Bantu applicative constructions,2020,"This is a review of Bantu applicative constructions by&nbsp;Sara Pacchiarotti. CSLI Publications, Stanford California.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v36i2.107301,Oladiipo Ajiboye,Mid-toned and high-toned elements in Yoruba,2007,"This paper examines three M-toned and three H-toned elements in Yoruba. On the one hand are the mid-toned mora (MT/-l), the mid-toned ni and the mid-toned ti. On the other hand are the H-toned mora (HT/-l), the H-toned nl and the H-toned 6. I propose that the parallels between these elements are syntactically and semantically conditioned. Every occurrence of a M-toned element shows agreement in the nominal domain whereas every occurrence of a H-toned element shows agreement in the verbal or extended verbal domain. I show that the pairs converge in their semantic role as case assigners. In particular, I claim that genitive Case assignment is carried out by the MT/-l or ti. I treat this as an instance of Case alternation. I further propose that when the two jointly assign genitive Case to the possessor, this is an instance of Case stacking.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v36i2.107302,Maarten Kossmann,The borrowing of aspects as lexical tone classes Y-intial Tuareg verbs in Tasawaq,2007,"In Tasawaq, a Northern Songhay language of Niger, there exists a lexical tone class distinction between stative and active verbs. This tone class distinction only exists in one class of verbs borrowed from Tuareg, verbs with an initial y-. In this article, I argue that the tone class distinction reflects the Tuareg difference between a Short Perfective aspect, used in active contexts, and a Long Perfective aspect, which is mainly found in stative contexts. In Tasawaq, this aspectual distinction has been reinterpreted as a difference in lexical class.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v36i2.107303,Penou-Achille Some,Polysemie du verbe manger chez les Dagara du Burkina Faso,2007,"In Dagara, the most common translation for the verb di is 'eat'. Other translations, however, are: 'spend, take advantage of 'burn, wear out, hurt, be infected,' 'be named x, look like x, be x only by name,' and 'be topmost, reach the target, make good for a bad situation'. For each of these meanings, di always differs from its false-synonyms ('munch, blaze, wear, hurt, call, be or have, resemble, manage, make up for. . .'). We distinguish two main types, one where di is a verb of accomplishment, and one where di is a verb of state. The investigation reveals how grammatical structure fits with semantics as well as ethnological data, mainly through a constant valuation of the state of affairs by the Speaker. The article concludes by showing how all of the meanings can be united around a single common, abstract schema.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v18i3.107469,Camillia N. Barrett-Keach,Phonological allomorphy in Swahili on the form of inanimate pronominal clitics,1987,"Swahili has two forms of inanimate pronominal clitics. One, like the relative pronouns, typically ends with /o/ and the other, like the subject agreement affixes, are never /o/ final. According to the traditionalists, a semantic feature associated with /o/ differentiates two sets of clitics semantically as well as phonetically. The present account argues that the two sets do not form separate morphemes. They are instead allomorphs of the same morpheme derived by a phonological rule, o-Epenthesis, which suffixes /o/ onto any constituent final pronominal clitic. This virtually exceptionless account provides synchronic evidence for a dual constituent analysis of the verbal complex. The discussion of such well known forms adopts basic assumptions from lexical and auto segmental phonology.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v18i3.107472,Nkiko Munya Rugero; Kabange Mukala,Hypothese du morpheme verbal discontinu -id-e,1987,ide tel que reconstitue en Le morpheme polyphonique proto-bantu comme marque verbale du passe de l'indicatif apparait dans beaucoup de langues bantu actuelles sous une forme dont Ie comportement auto rise la segmentation en deux elements discontinus -id-e Le kizeela en fournit la meilleure verification avec l'insertion de l'extension passive sans qu'il soit neanmoins possible d'attribuer une quelconque signification a chacun des et -e pris isolement. elements ainsi degages -ld-1.,STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v18i3.107470,Videa P. De Guzman,Indirect objects in Siswati,1987,"Contrary to the view that in Bantu languages the two unmarked nominals following the verb in ditransitive constructions need not be distinguished because both possess the same object properties, this paper shows the necessity of making a distinction between the direct object and the indirect object relations. Evidence comes from SiSwati, the language of Swaziland, and the analysis of the data is cast in the Relational Grammar framework. The arguments presented refer to word order, object concord (or pronominal copy) and the interaction between object concord and some syntactic phenomena such as passivization, topicalization, relativization, and clefting. By distinguishing the direct object from the indirect object in Siswati, the grammar is able to provide a more natural account for a number of related double object constructions.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v18i3.107471,Ian Maddieson,The Margi vowel system and labiocoronals,1987,"The vowel system of Margi, described by Hoffman [1963] as containing three high vowels and one low vowel, is reinterpreted as a two-vowel system with underlying contrast only of high versus low. A pervasive contrast of secondary articulations on consonants spreads features of rounding and backness to contiguous vowels, giving rise to the different high vowel qualities recognized by Hoffman. A morphological role for the secondary articulations can be identified. Given this new understanding of the vowel system, the claim that ""labio-coronal"" elements in Margi are single complex segments requires reevaluation. Arguments advanced by Sagey [1986] are shown to proceed from a wrong interpretation of a syncope process and an assumed underlying contrast between high vowels. Phonetic data and the absence of phonological arguments to the contrary suggest that the labiocoronal elements are consonant sequences. 1.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v18i3.107473,Peter Unseth,A typological anomaly in some Surma languages,1987,"This paper presents evidence that at least three languages in the Surma group (and possibly also Proto-Surma) are exceptions to the proposed typological ""universal"" that languages with basic VSO word order do not have post-positions [Greenberg 1963:78]. There is no attempt made here to hypothesize how this came about, only to call attention to the fact that these three languages are typologically anomalous.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v29i2.107367,Daniel Silverman,Hypotheses concerning the phonetic and functional origins of tone displacement in Zulu,2000,"High tones in Zulu are displaced rightward from their vowel of origin in the context of preceding ""depressor"" consonants, a segment type traditionally considered to possess breathy phonation. In this paper, I suggest that physical properties of the speech mechanism-phonetic factors-may have initially induced the apparent rightward ""unhinging"" of high tones in the context of preceding depressors, and that independent functional factors may have induced the conventionalization of tone displacement. As tones were less likely to neutralize upon displacement, displaced tokens were more often perceived unambiguously, and, hence, were more likely to be reproduced.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v29i2.107365,John Hewson; Derek Nurse; Henry Mugale,Chronogenetic staging of tense in Ruhaya,2000,"The paradigm of tense and aspect contrasts in Ruhaya, an eastern Bantu language, shows considerable regularity, indication of an ordered system of contrasts. The examination of what appear to be anomalies in the system of contrasts leads to a refinement in the analysis: to the recognition of a tense system that is organised in two stages, based on a model proposed by Gustave Guillaume. Aspectual contrasts are prioritized at the first stage, tense contrasts at the second. Compound forms, which are typically combinations of Stage 2 + Stage 1 (in that order), are complex representations that are marked for both tense and aspect.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v29i2.107366,Graziano Savà; Mauro Tosco,A sketch of Ongota a dying language of southwest Ethiopia,2000,"The article provides a grammatical sketch of Ongota, a language on the brink of extinction (actively used by eight out of an ethnic group of nearly one hundred) spoken in the South Omo Zone of Southwestern Ethiopia. The language has now been largely superseded by Ts'amakko, a neighboring East Cushitic language, and code-switching in Ts'arnakko occurs extensively in the data. A peculiar characteristic of Ongota is that tense distinctions on the verb are marked only tonally. Ongota's genetic affiliation is uncertain, but most probably Afroasiatic, either Cushitic or Omotic; on the other hand, it must be noted that certain features of the language (such as the almost complete absence of nominal morphology and of inflectional verbal morphology) point to an origin from a creolized pidgin.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v29i1.107369,Bruce Connell; David Zeitlyn,Njerep a postcard from the edge,2000,"Kunama has been reported by different scholars as having two or three tones, downstep (or not), contrastive length of both consonants and vowels, and lexical stress. Despite this range of reported phenomena, little in-depth research into the prosodic system of Kunama has been undertaken. The aim of the present study is to report such a detailed investigation and to establish on a solid footing basic aspects of the tonal system of Kunama. The work reported is preliminary in the sense that its scope is limited: we present phonological and phonetic evidence for the existence of three level tones, which can combine to form a number of contour tones. This is followed by discussion of tonal phenomena in the noun phrase. No evidence for lexical stress is found.",STUDIES IN AFRICAN LINGUISTICS
10.32473/sal.v29i1.107368,Ginger Boyd,The role of tense and aspect in Mbodomo narrative discourse,2000,"In Mbodomo, a Gbaya language spoken in Cameroon, the tense/aspect of the verb plays an important role in narrative discourse. In general, tense/aspect is not marked on main clause verbs except in the story setting. Outside of the story setting, tense/aspect inflection is used for marking discontinuity of reference (topic, participants), situation (time, location), or action within the narrati ve text.",STUDIES IN AFRICAN LINGUISTICS
